Concat	MutantID	Plate	NR Well Location	NR Well Location	R Well Location	Genomic Location	Chromosome Location	Gene Description	Gene Name	Gene Role	% into ORF	Direction of Transposon in ORF (see materials and methods)	BLAST Score	Next Best BLAST Score	Levenshtein Distance	Ambiguous location ('yes' if difference between BLAST scores is 0 or if Levenshtein Distance > 4)
28D11	EC19605	28	D11	D	11	343859	2	relB protein	relB-2	Regulatory functions	6.7	+	228	228	0	yes
28H3	EC18856	28	H3	H	3	434705	2	conserved hypothetical protein		Hypothetical proteins	52.3	+	529	434	0	
28A12	EC19745	28	A12	A	12	523795	2	conserved hypothetical protein		Hypothetical proteins	5.3	+	434	0	0	
28E12	EC19835	28	E12	E	12	598671	2	methyl-accepting chemotaxis protein		Cellular processes	6.3	+	121	0	0	
28E2	EC19039	28	E2	E	2	643953	2	conserved hypothetical protein		Hypothetical proteins	10.6	-	662	0	0	
28F12	EC19879	28	F12	F	12	685378	2	hypothetical protein			18.5	+	1009	0	0	
28D12	EC19791	28	D12	D	12	689241	2	glycerol kinase	gplK	Energy metabolism	24.2	+	591	0	0	
28B5	EC19142	28	B5	B	5	690389	2	"glycerol uptake facilitator protein, authentic frameshift"	glpF	Transport and binding proteins	23.9	+	315	0	0	
28F4	EC19050	28	F4	F	4	708752	2	MutT/nudix family protein		DNA metabolism	45.2	-	682	0	0	
28E9	EC19475	28	E9	E	9	719805	2	conserved hypothetical protein		Hypothetical proteins	11.8	+	529	0	0	
28C7	EC19354	28	C7	C	7	721910	2	hypothetical protein			13.8	-	652	0	0	
28C6	EC19543	28	C6	C	6	800226	2	hypothetical protein			6	-	462	0	0	
28F3	EC19191	28	F3	F	3	845921	2	hypothetical protein			28.2	+	642	0	0	
28E5	EC19301	28	E5	E	5	900503	2	SM-20-related protein		Unknown function	36.7	+	1031	0	0	
28H10	EC19516	28	H10	H	10	912995	2	hypothetical protein			27.1	+	793	0	0	
28D5	EC19297	28	D5	D	5	929689	2	hypothetical protein			21.1	-	198	0	0	
28C4	EC18908	28	C4	C	4	963047	2	conserved hypothetical protein		Hypothetical proteins	35.2	+	547	0	0	
28A4	EC18896	28	A4	A	4	994731	2	hypothetical protein			93.7	-	841	0	0	
29E3	EC19915	29	E3	E	3	2118	1	thiophene and furan oxidation protein ThdF	thdF	Cellular processes	6.7	-	658	0	0	
29B12	EC20412	29	B12	B	12	49127	1	"phosphoribosylaminoimidazole carboxylase, ATPase subunit"	purK	"Purines, pyrimidines, nucleosides, and nucleotides"	28.9	+	389	0	0	
29D5	EC20125	29	D5	D	5	64024	1	thiS protein	thiS	"Biosynthesis of cofactors, prosthetic groups, and carriers"	25.2	+	418	0	0	
29C7	EC20228	29	C7	C	7	85606	1	conserved hypothetical protein		Hypothetical proteins	12.5	+	531	0	0	
29E6	EC20030	29	E6	E	6	128155	1	hypothetical protein			18	-	779	0	2	
29B1	EC19828	29	B1	B	1	139302	1	cell division protein FtsX	ftsX	Cellular processes	46.5	-	884	0	0	
29B2	EC19705	29	B2	B	2	213581	1	GckR family protein		Unknown function	8.6	-	315	0	0	
29A6	EC19976	29	A6	A	6	220414	1	lipid A biosynthesis lauroyl acyltransferase	htrB	Cell envelope	97.1	-	289	0	0	
29G1	EC19615	29	G1	G	1	231910	1	hypothetical protein			63.1	-	212	0	0	
29D2	EC19717	29	D2	D	2	235274	1	hypothetical protein			8.7	+	793	0	0	
29D10	EC20236	29	D10	D	10	370535	1	GTP-binding protein HflX	hflX	Unknown function	6.8	+	315	0	0	
29E10	EC20242	29	E10	E	10	434437	1	MSHA biogenesis protein MshF	mshF	Cellular processes	22.7	-	153	0	0	
29H12	EC20395	29	H12	H	12	488579	1	hypothetical protein			37.3	+	553	0	0	
29F11	EC20693	29	F11	F	11	499675	1	"sprT protein, putative"		Unknown function	76	+	192	0	0	
29D11	EC20503	29	D11	D	11	585825	1	quinone oxidoreductase		Central intermediary metabolism	18.1	+	123	0	0	
29A8	EC20159	29	A8	A	8	591054	1	glutamate--cysteine ligase	gshA	"Biosynthesis of cofactors, prosthetic groups, and carriers"	61.5	+	377	0	0	
29G11	EC20699	29	G11	G	11	591845	1	autoinducer-2 production protein	luxS	Cellular processes	26.2	+	165	0	0	
29G7	EC20055	29	G7	G	7	618215	1	"permease, putative"		Transport and binding proteins	47.2	+	1080	0	0	
29B10	EC20200	29	B10	B	10	739946	1	beta-hexosaminidase	exoII	Energy metabolism	7	+	404	0	0	
29G12	EC20696	29	G12	G	12	748280	1	hypothetical protein			73.6	+	716	0	1	
29A2	EC19629	29	A2	A	2	781497	1	"phosphate ABC transporter, permease protein"	pstA-1	Transport and binding proteins	11	+	63.9	0	0	
29H4	EC19981	29	H4	H	4	789203	1	malate synthase A	aceB	Energy metabolism	15	+	373	0	0	
29C8	EC20207	29	C8	C	8	799578	1	inositol monophosphate family protein		Fatty acid and phospholipid metabolism	12.9	-	575	0	0	
29E4	EC19864	29	E4	E	4	808715	1	conserved hypothetical protein		Hypothetical proteins	13.4	-	262	0	1	
29D12	EC20518	29	D12	D	12	815334	1	"lipoprotein, putative"		Cell envelope	100	-	446	0	0	
29H8	EC20337	29	H8	H	8	847849	1	sensor kinase citA	citA	Regulatory functions	8.1	-	706	0	0	
29E1	EC19896	29	E1	E	1	851092	1	"oxaloacetate decarboxylase, alpha subunit, authentic frameshift"	oadA-2	Energy metabolism	5.4	-	131	0	0	
29F10	EC20246	29	F10	F	10	870297	1	tellurite resistance protein-related protein		Unknown function	15.9	+	153	40.1	0	
29G4	EC19977	29	G4	G	4	897084	1	toxin co-regulated pilus biosynthesis protein T	tcpT	Cellular processes	61.6	-	305	0	0	
29D4	EC19854	29	D4	D	4	980765	1	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	epsD	Cell envelope	13.5	+	133	0	0	
29F1	EC19936	29	F1	F	1	1199411	1	"membrane protein, putative"		Cell envelope	9	-	224	0	0	
29A4	EC19612	29	A4	A	4	1301795	1	hypothetical protein			100	-	230	0	0	
29C4	EC19722	29	C4	C	4	1373084	1	hypothetical protein			21.6	-	73.8	71.9	0	
29F6	EC20166	29	F6	F	6	1411845	1	"galactoside ABC transporter, permease protein"	mglC	Transport and binding proteins	6.9	+	963	0	0	
29D8	EC20245	29	D8	D	8	1420975	1	methylcitrate synthase	prpC	Energy metabolism	14.5	-	194	0	1	
29G8	EC20289	29	G8	G	8	1425253	1	conserved hypothetical protein		Hypothetical proteins	49.5	+	139	0	0	
29E8	EC20249	29	E8	E	8	1632020	1	formate dehydrogenase accessory protein	fdhD	Energy metabolism	25	-	1080	0	0	
29A11	EC20401	29	A11	A	11	1646232	1	conserved hypothetical protein		Hypothetical proteins	33.3	+	406	0	0	
29B3	EC19905	29	B3	B	3	1818370	1	"peptide ABC transporter, ATP-binding protein"	sapF	Transport and binding proteins	13	-	852	0	0	
29B4	EC19618	29	B4	B	4	1824347	1	"alpha-1,6-galactosidase, putative"		Energy metabolism	12.3	+	488	0	0	
29B8	EC20195	29	B8	B	8	1896383	1	"integrase, phage family"		Mobile and extrachromosomal element functions	23.4	+	1306	117	0	
29G10	EC20334	29	G10	G	10	1897475	1	"integrase, truncation"		Disrupted reading frame	15.7	-	226	178	0	
29C5	EC20087	29	C5	C	5	2094835	1	PvcB protein	pvcB	Transport and binding proteins	11.1	-	585	0	0	
29F2	EC19809	29	F2	F	2	2108090	1	NupC family protein		Transport and binding proteins	8.8	+	815	0	0	
29B7	EC20184	29	B7	B	7	2153526	1	conserved hypothetical protein		Hypothetical proteins	13.4	-	416	0	0	
29B9	EC20347	29	B9	B	9	2191359	1	conserved hypothetical protein		Hypothetical proteins	67	+	529	0	2	
29A7	EC20182	29	A7	A	7	2193315	1	Na+/H+ antiporter	yqkI	Transport and binding proteins	8.2	+	319	0	0	
29D3	EC19913	29	D3	D	3	2261871	1	"transcriptional regulator, LysR family"		Regulatory functions	39.5	-	248	0	2	
29G6	EC20168	29	G6	G	6	2267602	1	conserved hypothetical protein		Hypothetical proteins	5.9	-	224	0	0	
29A9	EC20341	29	A9	A	9	2290075	1	flagellar regulatory protein C	flrC	Regulatory functions	5.2	-	611	0	0	
29H5	EC20213	29	H5	H	5	2305312	1	hypothetical protein			56.8	+	731	52	0	
29C2	EC19715	29	C2	C	2	2314190	1	Trp repressor-binding protein	wrbA	Regulatory functions	15	+	61.9	0	0	
29C12	EC20464	29	C12	C	12	2319962	1	UDP-sugar hydrolase	ushA	"Purines, pyrimidines, nucleosides, and nucleotides"	19.3	-	180	0	0	
29G5	EC20183	29	G5	G	5	2329627	1	GTP-binding protein		Unknown function	12.8	+	1078	0	0	
29H2	EC19855	29	H2	H	2	2383054	1	conserved hypothetical protein		Hypothetical proteins	18.5	-	507	0	0	
29H9	EC20152	29	H9	H	9	2506875	1	thymidine phosphorylase	deoA	"Purines, pyrimidines, nucleosides, and nucleotides"	13.1	+	799	0	1	
29A10	EC20186	29	A10	A	10	2557086	1	"carbamoyl-phosphate synthase, large subunit"	carB	"Purines, pyrimidines, nucleosides, and nucleotides"	5.9	+	557	0	0	
29F12	EC20568	29	F12	F	12	2666895	1	"transcriptional regulator, LysR family"		Regulatory functions	22.4	-	178	0	3	
29F4	EC19908	29	F4	F	4	2697266	1	conserved hypothetical protein		Hypothetical proteins	32.6	-	198	0	1	
29F8	EC20251	29	F8	F	8	2789138	1	conserved hypothetical protein		Hypothetical proteins	11.9	-	825	0	0	
29A5	EC20019	29	A5	A	5	2818703	1	phosphoenolpyruvate carboxylase	ppc	Energy metabolism	8.4	-	811	0	1	
29F9	EC20100	29	F9	F	9	2890442	1	conserved hypothetical protein		Hypothetical proteins	17.3	-	652	0	0	
29G9	EC20144	29	G9	G	9	12701	2	maltodextrin phosphorylase	malP	Energy metabolism	17.4	+	684	0	0	
29H11	EC20366	29	H11	H	11	17513	2	"1,4-alpha-glucan branching enzyme"	glgB	Energy metabolism	6.2	+	618	0	0	
29H7	EC20059	29	H7	H	7	63646	2	"transcriptional regulator, MerR family"		Regulatory functions	43.7	+	444	0	0	
29B11	EC20411	29	B11	B	11	108091	2	phage shock protein E	pspE	Cellular processes	56.6	-	1185	0	0	
29H6	EC20178	29	H6	H	6	153341	2	hypothetical protein			36	-	313	143	1	
29D9	EC20002	29	D9	D	9	212394	2	hypothetical protein			28.6	-	864	0	0	
29C6	EC19982	29	C6	C	6	217994	2	hypothetical protein			20.8	+	710	0	11	
29A3	EC19857	29	A3	A	3	428333	2	"rfbP protein, authentic frameshift"	rfbP	Unknown function	63.5	-	87.7	87.7	0	yes
29G2	EC19849	29	G2	G	2	221743	2	ATP-dependent RNA helicase RhlE	rhlE-2	Transcription	28.1	-	266	44.1	2	
29B5	EC20079	29	B5	B	5	253772	2	"enterobactin receptor VctA, authentic frameshift"		Transport and binding proteins	7.8	+	149	0	0	
29C9	EC20349	29	C9	C	9	314837	2	hypothetical protein			27.5	-	170	0	0	
29A12	EC20402	29	A12	A	12	338431	2	hypothetical protein			22.1	-	73.8	0	0	
29C10	EC20204	29	C10	C	10	360148	2	hypothetical protein			56.9	-	829	634	0	
29F3	EC19949	29	F3	F	3	383343	2	hypothetical protein			5.2	-	176	125	0	
29F5	EC20171	29	F5	F	5	542824	2	"aminotransferase, class III"		Central intermediary metabolism	15.3	-	753	0	0	
29C1	EC19846	29	C1	C	1	696697	2	3-oxoacyl-(acyl-carrier-protein) synthase III	fabH-2	Fatty acid and phospholipid metabolism	8	-	902	0	0	
29D1	EC19874	29	D1	D	1	698917	2	lipase-related protein		Fatty acid and phospholipid metabolism	26.3	-	801	0	0	
29E5	EC20165	29	E5	E	5	760890	2	agmatinase	speB	Central intermediary metabolism	49.9	-	726	0	0	
29C11	EC20451	29	C11	C	11	763706	2	hypothetical protein			3	+	400	0	2	
29H10	EC20359	29	H10	H	10	801841	2	response regulator		Regulatory functions	8.5	-	242	0	0	
29E2	EC19757	29	E2	E	2	807946	2	hypothetical protein			31.4	-	1144	42.1	1	
29E12	EC20558	29	E12	E	12	863388	2	heme-binding protein HutZ	hutZ	Hypothetical proteins	23.5	+	430	0	2	
29E11	EC20653	29	E11	E	11	883454	2	conserved hypothetical protein		Hypothetical proteins	84.1	-	214	0	0	
29A1	EC19778	29	A1	A	1	916680	2	pirin-related protein		Unknown function	71.7	+	67.9	0	0	
29D7	EC19999	29	D7	D	7	983111	2	"extracellular solute-binding protein, putative"		Transport and binding proteins	63.9	+	65.9	0	2	
29H1	EC19617	29	H1	H	1	995056	2	"PTS system, mannitol-specific IIABC component"	mtlA	Transport and binding proteins	8.8	+	325	0	0	
29C3	EC19907	29	C3	C	3	1036979	2	conserved hypothetical protein		Hypothetical proteins	57.1	-	91.7	0	0	
29G3	EC19959	29	G3	G	3	1061391	2	"sensor histidine kinase, authentic frameshift"		Regulatory functions	9.2	-	468	0	0	
30H5	EC20913	30	H5	H	5	35536	1	FixG-related protein		Unknown function	17.4	+	460	0	0	
30E4	EC20838	30	E4	E	4	78054	1	conserved hypothetical protein		Hypothetical proteins	16.4	-	525	77.8	1	
30D6	EC20776	30	D6	D	6	79717	1	conserved hypothetical protein		Hypothetical proteins	27.2	-	438	0	0	
30G2	EC20570	30	G2	G	2	128461	1	hypothetical protein			7.9	+	389	0	0	
30F12	EC21312	30	F12	F	12	265471	1	lipopolysaccharide biosynthesis protein RfbV	rfbV	Cell envelope	1.3	-	305	0	0	
30F1	EC20683	30	F1	F	1	294354	1	4-hydroxy-2-oxoglutarate aldolase/2-deydro-3-deoxyphosphogluconate aldolase	eda	Energy metabolism	78	-	117	0	0	
30B11	EC21291	30	B11	B	11	317469	1	ATP-dependent RNA helicase RhlB	rhlB	Transcription	14.6	-	392	0	2	
30D4	EC20806	30	D4	D	4	349211	1	regulator of sigma D	rsd	Regulatory functions	20.4	+	650	0	0	
30B8	EC21231	30	B8	B	8	423371	1	MSHA biogenesis protein MshH	mshH	Cellular processes	5.4	-	595	0	1	
30G6	EC20812	30	G6	G	6	427424	1	MSHA biogenesis protein MshK	mshK	Cellular processes	14.8	+	634	0	0	
30A6	EC21011	30	A6	A	6	490363	1	pyrroline-5-carboxylate reductase	proC	Amino acid biosynthesis	17.8	-	274	0	0	
30G4	EC20934	30	G4	G	4	571973	1	"sulfate ABC transporter, permease protein"	cysW	Transport and binding proteins	8.3	+	79.8	0	0	
30D5	EC20857	30	D5	D	5	637777	1	"ammonium transporter, putative, authentic frameshift"		Transport and binding proteins	17.9	+	454	73.8	0	
30C3	EC20718	30	C3	C	3	699172	1	c-di-GMP phosphodiesterase A-related protein		Unknown function	11.6	-	739	0	0	
30E3	EC20893	30	E3	E	3	707513	1	conserved hypothetical protein		Hypothetical proteins	21.7	-	942	0	0	
30E8	EC21277	30	E8	E	8	717075	1	hypothetical protein			70.5	-	355	0	1	
30C2	EC20444	30	C2	C	2	813807	1	conserved hypothetical protein		Hypothetical proteins	42.3	-	823	0	0	
30D1	EC20587	30	D1	D	1	821710	1	GMP synthase	guaA	"Purines, pyrimidines, nucleosides, and nucleotides"	7.7	+	797	0	1	
30D8	EC21269	30	D8	D	8	872282	1	hypothetical protein			26.9	+	291	0	0	
30H7	EC21064	30	H7	H	7	914026	1	"integrase, phage family"		Mobile and extrachromosomal element functions	7.8	-	593	0	0	
30E2	EC20484	30	E2	E	2	917976	1	DNA repair protein RecN	recN	DNA metabolism	25.1	+	446	0	0	
30C11	EC21297	30	C11	C	11	925650	1	hypothetical protein			24.8	+	846	0	0	
30F10	EC21157	30	F10	F	10	965240	1	lipoprotein YaeC	yaeC	Cell envelope	94	+	109	91.7	0	
30G10	EC21193	30	G10	G	10	993161	1	hypothetical protein			16.3	+	575	0	0	
30A8	EC21185	30	A8	A	8	1024165	1	"hemolysin, putative"		Cellular processes	36.4	+	478	0	0	
30F3	EC20895	30	F3	F	3	1070008	1	tRNA pseudouridine synthase A	truA	Protein synthesis	5.1	+	837	42.1	0	
30F11	EC21349	30	F11	F	11	1082392	1	RnfD-related protein		Energy metabolism	96.8	+	946	0	0	
30A5	EC21030	30	A5	A	5	1092555	1	conserved hypothetical protein		Hypothetical proteins	32.3	-	1068	0	0	
30B3	EC20620	30	B3	B	3	1102004	1	hypothetical protein			14.8	-	591	0	2	
30G1	EC20729	30	G1	G	1	1118985	1	conserved hypothetical protein		Hypothetical proteins	97.2	-	274	0	0	
30A4	EC20981	30	A4	A	4	1132586	1	hypothetical protein			24.6	-	89.7	0	0	
30H11	EC21397	30	H11	H	11	1172242	1	"ABC transporter, permease protein, putative"		Transport and binding proteins	49.2	-	385	0	0	
30C4	EC20742	30	C4	C	4	1175816	1	conserved hypothetical protein		Hypothetical proteins	36.6	+	1090	0	0	
30C7	EC20918	30	C7	C	7	1181340	1	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	bioA	"Biosynthesis of cofactors, prosthetic groups, and carriers"	37.9	+	149	42.1	0	
30C9	EC21473	30	C9	C	9	1201409	1	ATP phosphoribosyltransferase	hisG	Amino acid biosynthesis	16.5	-	442	0	0	
30H6	EC20828	30	H6	H	6	1359497	1	6-phospho-beta-glucosidase	celF	Energy metabolism	36.3	+	722	0	1	
30B7	EC20908	30	B7	B	7	1378891	1	methyl-accepting chemotaxis protein		Cellular processes	17.4	-	529	0	0	
30C1	EC20531	30	C1	C	1	1410247	1	hypothetical protein			18	+	468	0	0	
30G11	EC21357	30	G11	G	11	1457621	1	GGDEF family protein		Unknown function	27	+	113	0	1	
30E7	EC20926	30	E7	E	7	1459106	1	conserved hypothetical protein		Hypothetical proteins	35.8	+	1086	0	0	
30B12	EC21443	30	B12	B	12	1551044	1	RTX toxin RtxA	rtxA	Cellular processes	6.8	+	99.6	0	1	
30A2	EC20396	30	A2	A	2	1627535	1	"formate dehydrogenase, alpha subunit, putative, authentic frameshift"		Energy metabolism	10.1	+	662	0	0	
30F8	EC21331	30	F8	F	8	1718003	1	response regulator		Regulatory functions	10.5	+	642	0	1	
30C12	EC21451	30	C12	C	12	1789678	1	serine transporter	sdaC-2	Transport and binding proteins	5.4	+	698	0	0	
30G3	EC20939	30	G3	G	3	1810891	1	"multidrug resistance protein, putative"		Transport and binding proteins	11.3	+	547	0	0	
30C5	EC20819	30	C5	C	5	1834111	1	conserved hypothetical protein		Hypothetical proteins	1.6	+	765	0	0	
30B2	EC20434	30	B2	B	2	1856706	1	conserved hypothetical protein		Hypothetical proteins	15.6	-	507	0	0	
30E11	EC21347	30	E11	E	11	1872137	1	leucyl/phenylalanyl-tRNA--protein transferase	aat	Protein fate	8.6	+	1114	0	0	
30G9	EC21188	30	G9	G	9	1915769	1	"DNA methylase HsdM, putative"		DNA metabolism	10.1	-	827	79.8	0	
30H9	EC21220	30	H9	H	9	1929844	1	C4-dicarboxylate-binding periplasmic protein	dctP-1	Transport and binding proteins	12	-	589	0	0	
30G8	EC21379	30	G8	G	8	1971395	1	hypothetical protein			50.4	+	371	0	0	
30E12	EC21310	30	E12	E	12	1981585	1	conserved hypothetical protein		Hypothetical proteins	90.6	+	967	0	1	
30A12	EC21441	30	A12	A	12	2071192	1	ATP-dependent protease LA	lon	Protein fate	22.5	+	79.8	0	1	
30D10	EC21382	30	D10	D	10	2084905	1	GGDEF family protein		Unknown function	6.4	-	73.8	0	0	
30B4	EC21043	30	B4	B	4	2086963	1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase-related protein			18.3	-	394	0	0	
30B1	EC20489	30	B1	B	1	2087663	1	"phosphatidate cytidylyltransferase, putative"		Fatty acid and phospholipid metabolism	7.9	+	896	0	0	
30A1	EC20431	30	A1	A	1	2200102	1	histone deacetylase/AcuC/AphA family protein		Unknown function	49.6	-	783	0	0	
30G5	EC20873	30	G5	G	5	2259022	1	"esterase/lipase YbfF, putative"		Central intermediary metabolism	63.2	-	1017	0	0	
30F2	EC20530	30	F2	F	2	2298582	1	flagellin FlaD	flaD	Cellular processes	18.8	-	448	115	0	
30H8	EC21411	30	H8	H	8	2352402	1	hypothetical protein			22.9	-	607	0	0	
30A9	EC21415	30	A9	A	9	2485436	1	hypothetical protein			6.9	-	311	0	1	
30E1	EC20621	30	E1	E	1	2509622	1	NupC family protein		Transport and binding proteins	6.6	+	244	0	0	
30H2	EC20580	30	H2	H	2	2516487	1	endonuclease IV	nfo	DNA metabolism	35.9	-	333	0	0	
30D2	EC20482	30	D2	D	2	2547767	1	"transcriptional regulator, LysR family"		Regulatory functions	18.6	+	311	0	0	
30F7	EC21012	30	F7	F	7	2619587	1	conserved hypothetical protein		Hypothetical proteins	7.1	-	143	0	0	
30F4	EC20902	30	F4	F	4	2641405	1	pyridoxal phosphate biosynthetic protein PdxJ	pdxJ	"Biosynthesis of cofactors, prosthetic groups, and carriers"	44.4	-	216	50.1	12	
30D9	EC21132	30	D9	D	9	2718107	1	pmbA protein	pmbA	Cellular processes	9.3	-	728	0	0	
30E10	EC21149	30	E10	E	10	2738644	1	hypothetical protein			24	-	521	0	0	
30C10	EC21282	30	C10	C	10	2742096	1	"sulfate adenylate transferase, subunit 2"	cysD	Central intermediary metabolism	13	-	563	0	0	
30F6	EC20810	30	F6	F	6	2793766	1	hypothetical protein			44.7	-	599	0	0	
30F5	EC20871	30	F5	F	5	2802053	1	fimbrial assembly protein	pilQ	Cell envelope	48.9	+	416	0	0	
30D7	EC20922	30	D7	D	7	2837236	1	triosephosphate isomerase	tpiA	Energy metabolism	0.5	+	985	0	0	
30D11	EC21303	30	D11	D	11	2855440	1	hypothetical protein			10.5	+	1092	0	0	
30D3	EC20803	30	D3	D	3	86008	2	conserved hypothetical protein		Hypothetical proteins	15.7	-	184	0	0	
30G12	EC21360	30	G12	G	12	119530	2	hypothetical protein			11.9	+	1011	0	0	
30C8	EC21265	30	C8	C	8	170610	2	conserved hypothetical protein		Hypothetical proteins	24.1	-	61.9	0	0	
30H3	EC20943	30	H3	H	3	256253	2	acetate kinase	ackA-2	Energy metabolism	0.9	+	161	0	10	yes
30C6	EC21065	30	C6	C	6	275042	2	hypothetical protein			17.5	-	777	0	0	
30H4	EC20940	30	H4	H	4	304781	2	hypothetical protein			20.5	+	442	60	0	
30A11	EC21247	30	A11	A	11	361340	2	"hypothetical protein, authentic frameshift"			55.6	-	103	87.7	0	
30E5	EC20859	30	E5	E	5	374650	2	"acetyltransferase, putative"		Central intermediary metabolism	33.8	+	559	488	0	
30H10	EC21211	30	H10	H	10	405591	2	"sulfate-binding protein, authentic frameshift"	sbp	Transport and binding proteins	57.1	-	357	0	0	
30H1	EC20388	30	H1	H	1	426586	2	"lipase, GDXG family"		Fatty acid and phospholipid metabolism	27.2	-	468	0	0	
30B10	EC21280	30	B10	B	10	661203	2	helicase IV	helD	DNA metabolism	30.9	+	640	0	0	
30A10	EC21266	30	A10	A	10	685779	2	conserved hypothetical protein		Hypothetical proteins	52.1	-	660	0	2	
30A7	EC20862	30	A7	A	7	757450	2	leucine aminopeptidase-related protein			13	-	700	0	0	
30B6	EC21023	30	B6	B	6	787517	2	hypothetical protein			100	-	163	0	0	
30B6	EC21023	30	B6	B	6	787517	2	hypothetical protein			15.4	-	163	0	0	
30B5	EC21048	30	B5	B	5	840803	2	"conserved hypothetical protein, authentic frameshift"		Hypothetical proteins	42.6	-	157	0	2	
30F9	EC21172	30	F9	F	9	904400	2	"transcriptional regulator, MarR family"		Regulatory functions	48.2	-	327	0	0	
30D12	EC21262	30	D12	D	12	968013	2	conserved hypothetical protein		Hypothetical proteins	70.1	+	1205	0	0	
30A3	EC20586	30	A3	A	3	1049885	2	purine-binding chemotaxis protein CheW	cheW-3	Cellular processes	72.4	+	127	0	0	
31D8	EC22467	31	D8	D	8	59420	1	crcB protein	crcB	Unknown function	17.3	-	71.9	0	0	
31A1	EC21438	31	A1	A	1	98910	1	glpE protein	glpE	Central intermediary metabolism	60.6	+	313	0	0	
31F8	EC22483	31	F8	F	8	121441	1	conserved hypothetical protein		Hypothetical proteins	15	-	934	0	0	
31G11	EC22356	31	G11	G	11	133652	1	conserved hypothetical protein		Hypothetical proteins	32.2	+	216	0	0	
31G5	EC21817	31	G5	G	5	134112	1	hypothetical protein			40.4	-	264	0	0	
31C2	EC21815	31	C2	C	2	145487	1	vitamin B12 receptor	btuB	Transport and binding proteins	6.4	-	283	0	0	
31G9	EC22388	31	G9	G	9	163458	1	conserved hypothetical protein		Hypothetical proteins	16.9	+	129	0	1	
31E4	EC21802	31	E4	E	4	217334	1	conserved hypothetical protein		Hypothetical proteins	10.6	-	638	0	0	
31B2	EC21763	31	B2	B	2	244575	1	conserved hypothetical protein		Hypothetical proteins	23.1	-	615	0	0	
31A12	EC22458	31	A12	A	12	268503	1	"galactosyl-transferase, putative"		Cell envelope	23.4	+	700	0	0	
31C12	EC22644	31	C12	C	12	278556	1	DNA-binding protein HU	hupA	DNA metabolism	46.3	-	462	63.9	0	
31C10	EC22576	31	C10	C	10	414795	1	"aminotransferase, class V"		Central intermediary metabolism	16.4	+	192	0	0	
31E7	EC21772	31	E7	E	7	433701	1	MSHA biogenesis protein MshG	mshG	Cellular processes	48.1	+	125	0	0	
31F5	EC21791	31	F5	F	5	437960	1	hypothetical protein			36.4	-	331	0	0	
31G2	EC21510	31	G2	G	2	558375	1	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	folK-1	"Biosynthesis of cofactors, prosthetic groups, and carriers"	15.6	+	1116	0	0	
31F9	EC22336	31	F9	F	9	650974	1	endoglucanase-related protein		Unknown function	24.1	-	983	0	0	
31E12	EC23237	31	E12	E	12	666855	1	conserved hypothetical protein		Hypothetical proteins	51.5	+	507	0	0	
31B11	EC22451	31	B11	B	11	701277	1	ribosomal-protein-alanine acetyltransferase	rimI	Protein synthesis	29.6	-	168	0	0	
31A6	EC21869	31	A6	A	6	703519	1	c-di-GMP phosphodiesterase A-related protein		Unknown function	7	+	720	0	0	
31H1	EC21753	31	H1	H	1	778760	1	polyphosphate kinase	ppk	Central intermediary metabolism	7.1	-	315	0	0	
31B7	EC21646	31	B7	B	7	872897	1	hypothetical protein			28	-	488	0	0	
31A7	EC21638	31	A7	A	7	1006895	1	serine hydroxymethyltransferase	glyA-1	Amino acid biosynthesis	5.3	+	817	0	0	
31G4	EC21581	31	G4	G	4	1016577	1	conserved hypothetical protein		Hypothetical proteins	5.9	+	341	0	0	
31H7	EC21876	31	H7	H	7	1029542	1	"PTS system, glucose-specific IIA component"	crr	Transport and binding proteins	21.8	-	295	0	0	
31D12	EC23199	31	D12	D	12	1073980	1	bacteriocin production protein		Cellular processes	30.3	+	952	0	0	
31B1	EC21507	31	B1	B	1	1093189	1	molybdenum cofactor biosynthesis protein A	moaA	"Biosynthesis of cofactors, prosthetic groups, and carriers"	5.8	-	168	0	0	
31H12	EC23345	31	H12	H	12	1102544	1	methionyl-tRNA synthetase	metG	Protein synthesis	91.7	-	167	0	0	
31C7	EC21682	31	C7	C	7	1147764	1	hypothetical protein			74.5	-	835	0	0	
31A8	EC21880	31	A8	A	8	1185167	1	dethiobiotin synthetase	bioD	"Biosynthesis of cofactors, prosthetic groups, and carriers"	33.8	+	325	0	2	
31E9	EC22288	31	E9	E	9	1191892	1	hypothetical protein			33.4	-	391	0	1	
31D6	EC21536	31	D6	D	6	1441999	1	GGDEF family protein		Unknown function	5.3	+	626	0	0	
31H10	EC22407	31	H10	H	10	1684218	1	hypothetical protein			25.5	-	507	0	9	
31F11	EC22346	31	F11	F	11	1706879	1	aldose 1-epimerase	galM	Energy metabolism	9.4	-	460	0	0	
31G6	EC21630	31	G6	G	6	1758801	1	hypothetical protein			99.5	+	682	0	0	
31F10	EC22315	31	F10	F	10	1804300	1	cystathionine beta-lyase	metC	Amino acid biosynthesis	36.6	+	1039	0	0	
31G1	EC21701	31	G1	G	1	1824616	1	hypothetical protein			71.4	+	755	0	0	
